policy,network,seed,window_start,objective,loss_mean,avg_bandwidth,bandwidth_saving_vs_b3_pct,missed_pct,false_alarm_pct,precision,recall,f1,avg_aoi,max_aoi,fairness,packet_success_pct,constraint_violation_pct,switching_rate_pct,recovery_aoi
voi_b2,severe_burst,73,12000,0.1725214798131464,0.07667563396730057,2.0,33.333333333333336,1.2646793134598013,7.1519795657726695,0.9750223015165032,0.987353206865402,0.9811490125673249,1.0563897230563897,14,0.9820384559182764,73.07307307307308,1.2646793134598013,0.0,1.7039473684210527
event_triggered,severe_burst,73,12000,0.21972013680347005,0.10561603269936594,2.4734734734734736,17.55088421755088,1.897018970189702,7.918263090676883,0.97224709042077,0.981029810298103,0.9766187050359711,1.011011011011011,13,0.994416076410146,72.96641036017806,1.897018970189702,13.72745490981964,0.9053254437869822
channel_aware,severe_burst,73,12000,0.19640265265265253,0.07723348348348334,2.4404404404404403,18.65198531865199,1.1291779584462511,9.323116219667943,0.9677276746242264,0.9887082204155375,0.9781054512957998,1.4367701034367701,25,0.9998422145673298,73.70795734208367,1.1291779584462511,20.34068136272545,2.626943005181347
rabs_h,severe_burst,73,12000,0.2130355355355355,0.09878628628628625,2.5395395395395397,15.348682015348677,1.7615176151761518,7.918263090676883,0.9722843093428699,0.9823848238482384,0.97730847000674,0.8445111778445111,10,0.9996977470036803,73.15727236893969,1.7615176151761518,6.613226452905812,0.6481481481481481
rabs_l,severe_burst,73,12000,0.1847720637303969,0.10916645812479128,1.1741741741741742,60.86086086086086,2.077687443541102,7.407407407407407,0.9739442946990117,0.979223125564589,0.9765765765765766,1.9092425759092426,13,0.9956712118218901,74.08354646206308,2.077687443541102,17.13426853707415,3.4903846153846154
rabs_pd,severe_burst,73,12000,0.17586378044711357,0.09354145812479125,1.5465465465465464,48.44844844844845,1.7615176151761518,6.385696040868455,0.9775280898876404,0.9823848238482384,0.9799504392881279,1.3640306973640306,11,0.9957251426933854,73.00970873786407,1.7615176151761518,52.104208416833664,1.7969924812030076
oracle_b,severe_burst,73,12000,0.11707770270270271,0.03692755255255256,1.2092092092092093,59.69302635969302,0.31616982836495033,6.513409961685824,0.9774136403897254,0.9968383017163505,0.987030411449016,2.1187854521187854,20,0.9956428888206598,74.17218543046357,0.31616982836495033,19.238476953907817,3.685185185185185
fixed_b1,severe_burst,79,12000,0.1998846763430094,0.11998978144811451,1.0,66.66666666666667,1.7615176151761518,14.431673052362708,0.9506118881118881,0.9823848238482384,0.9662372278987116,2.65965965965966,28,0.9892177357245021,76.17617617617617,1.7615176151761518,0.0,6.900826446280992
fixed_b2,severe_burst,79,12000,0.17879316816816812,0.08081519019019015,2.0,33.333333333333336,1.2195121951219512,9.96168582375479,0.9655629139072848,0.9878048780487805,0.9765572672471533,1.198531865198532,16,0.9888781050419356,75.72572572572572,1.2195121951219512,0.0,2.4049079754601226
fixed_b3,severe_burst,79,12000,0.17000709042375717,0.042844928261595,3.0,0.0,0.6323396567299007,6.002554278416348,0.9790832220738763,0.993676603432701,0.9863259358888142,0.4774774774774775,10,1.0,73.97397397397397,0.6323396567299007,0.0,0.0
aoi_adaptive,severe_burst,79,12000,0.19066691691691673,0.11326951951951933,1.3283283283283283,55.722389055722395,1.897018970189702,10.472541507024266,0.963620230700976,0.981029810298103,0.97224709042077,1.6176176176176176,15,0.9913985250592977,75.8854559155991,1.897018970189702,31.96392785571142,2.8983050847457625
risk_adaptive,severe_burst,79,12000,0.22690377877877868,0.1119087837837837,2.5225225225225225,15.915915915915917,2.168021680216802,7.0242656449553005,0.9752363800090049,0.978319783197832,0.9767756482525367,0.9396062729396063,15,0.99982901639081,74.52380952380952,2.168021680216802,5.110220440881764,0.9885057471264368
burst_adaptive,severe_burst,79,12000,0.20289018184851504,0.1275598515181847,1.1541541541541542,61.52819486152819,2.303523035230352,10.344827586206897,0.963903743315508,0.9769647696476965,0.9703903095558547,1.9442776109442776,17,0.9961813556337369,76.14917606244579,2.303523035230352,10.32064128256513,3.482456140350877
max_aoi,severe_burst,79,12000,0.17002544210877524,0.0772126292959624,2.0,33.333333333333336,1.2646793134598013,8.173690932311622,0.9715555555555555,0.987353206865402,0.9793906810035841,0.8541875208541875,11,0.9447854851558539,75.72572572572572,1.2646793134598013,0.0,1.3006134969325154
max_risk,severe_burst,79,12000,0.25845115949282615,0.09341111945278616,2.0,33.333333333333336,1.1291779584462511,13.409961685823754,0.9542284219703574,0.9887082204155375,0.9711623779946762,5.669336002669336,112,0.9612916741918006,75.72572572572572,1.1291779584462511,0.0,17.619631901840492
voi_b2,severe_burst,79,12000,0.15361423923923942,0.059700325325325515,2.0,33.333333333333336,0.9033423667570009,6.641123882503193,0.9768477292965272,0.99096657633243,0.9838565022421525,0.9275942609275942,11,0.9828450380901311,75.72572572572572,0.9033423667570009,0.0,1.6809815950920246
event_triggered,severe_burst,79,12000,0.2011918168168167,0.08910472972972959,2.4424424424424425,18.585251918585254,1.5808491418247517,6.896551724137931,0.9758172861621137,0.9841915085817525,0.9799865077580392,0.9592926259592927,10,0.9937811891990059,74.38524590163935,1.5808491418247517,12.725450901803606,0.8192771084337349
channel_aware,severe_burst,79,12000,0.19850996830163492,0.08061707540874204,2.4774774774774775,17.417417417417415,1.1743450767841013,9.067688378033205,0.9685701637892873,0.988256549232159,0.9783143304270064,1.2529195862529197,16,0.9998207851081239,74.66666666666667,1.1743450767841013,20.34068136272545,2.252577319587629
rabs_h,severe_burst,79,12000,0.21889076576576572,0.10365052552552549,2.5325325325325325,15.58224891558225,1.8066847335140017,7.662835249042145,0.973142345568487,0.98193315266486,0.9775179856115109,0.9292625959292626,14,0.9998862789277977,74.62450592885375,1.8066847335140017,7.3146292585170345,0.6823529411764706
rabs_l,severe_burst,79,12000,0.18148940607273922,0.10743034701368018,1.1611611611611612,61.29462796129462,2.122854561878952,6.257982120051086,0.9778880866425993,0.9787714543812105,0.9783295711060949,1.8408408408408408,13,0.9966477202868473,76.29310344827586,2.122854561878952,18.236472945891784,3.2419354838709675
rabs_pd,severe_burst,79,12000,0.17880338672005322,0.0970866700033365,1.5465465465465464,48.44844844844845,1.897018970189702,6.385696040868455,0.9774977497749775,0.981029810298103,0.9792605951307484,1.323656990323657,11,0.9951647257614056,75.92233009708738,1.897018970189702,51.80360721442886,1.8195488721804511
oracle_b,severe_burst,79,12000,0.13116428928928936,0.0545076326326327,1.2022022022022023,59.92659325992659,0.7226738934056007,7.407407407407407,0.974290780141844,0.992773261065944,0.9834451901565996,1.9045712379045712,14,0.9974096685883247,75.93671940049958,0.7226738934056007,16.93386773547094,3.774193548387097
fixed_b1,severe_burst,83,12000,0.20948907240573902,0.1293689522856189,1.0,66.66666666666667,2.032520325203252,13.282247765006385,0.954245490541135,0.9796747967479674,0.9667929574325831,2.674674674674675,30,0.9953622945571291,78.07807807807808,2.032520325203252,0.0,7.516129032258065
fixed_b2,severe_burst,83,12000,0.18761177844511165,0.08819235902569224,2.0,33.333333333333336,1.3098464317976513,11.366538952745849,0.9608619173262972,0.9869015356820234,0.9737076648841354,1.2946279612946279,16,0.9937165909182559,74.77477477477477,1.3098464317976513,0.0,2.645390070921986
fixed_b3,severe_burst,83,12000,0.17113279946613288,0.04383550216883558,3.0,0.0,0.4968383017163505,6.896551724137931,0.9760744350908286,0.9950316169828365,0.9854618653545069,0.4864864864864865,9,1.0,74.54120787454121,0.4968383017163505,0.0,0.0
aoi_adaptive,severe_burst,83,12000,0.17936061061061043,0.10200825825825806,1.3303303303303304,55.65565565565566,1.5356820234869015,11.23882503192848,0.9611992945326279,0.9846431797651309,0.9727800089245873,1.609275942609276,16,0.9938285255138816,78.1790820165538,1.5356820234869015,32.965931863727455,2.878787878787879
risk_adaptive,severe_burst,83,12000,0.22395791624958283,0.10808204037370696,2.5225225225225225,15.915915915915917,1.8066847335140017,8.173690932311622,0.9714030384271671,0.98193315266486,0.9766397124887691,0.9983316649983317,17,0.9995212044117189,73.84920634920636,1.8066847335140017,5.110220440881764,1.0909090909090908
burst_adaptive,severe_burst,83,12000,0.19232190523857168,0.11810769102435746,1.135135135135135,62.16216216216216,1.8518518518518519,12.77139208173691,0.9560052793664761,0.9814814814814815,0.9685758858925786,1.9205872539205873,16,0.9946122039844632,78.83597883597884,1.8518518518518519,8.216432865731463,3.860215053763441
max_aoi,severe_burst,83,12000,0.15856189522856182,0.06439773106439765,2.0,33.333333333333336,0.948509485094851,7.535121328224776,0.9738010657193605,0.9905149051490515,0.9820868786386028,0.9442776109442776,12,0.9478529442771298,74.77477477477477,0.948509485094851,0.0,1.326241134751773
max_risk,severe_burst,83,12000,0.2534578328328325,0.10283721221221191,2.0,33.333333333333336,1.2195121951219512,14.942528735632184,0.94921875,0.9878048780487805,0.9681274900398407,4.708041374708041,62,0.9612916741918006,74.77477477477477,1.2195121951219512,0.0,13.787234042553191
voi_b2,severe_burst,83,12000,0.1727402402402401,0.07764014014013998,2.0,33.333333333333336,1.4001806684733513,6.513409961685824,0.9771709937332139,0.9859981933152665,0.9815647482014388,1.0066733400066734,12,0.9874925975234542,74.77477477477477,1.4001806684733513,0.0,1.6950354609929077
event_triggered,severe_burst,83,12000,0.21023356690023343,0.09755588922255574,2.4404404404404403,18.65198531865199,1.7163504968383017,8.045977011494253,0.9718624385886556,0.982836495031617,0.9773186615764652,1.004004004004004,12,0.9919639465713929,73.91304347826087,1.7163504968383017,11.923847695390782,1.0064102564102564
channel_aware,severe_burst,83,12000,0.18765995161828503,0.0682505422088756,2.4134134134134135,19.55288621955288,0.9033423667570009,7.918263090676883,0.9725177304964538,0.99096657633243,0.9816554809843401,1.5248581915248582,22,0.9995281708970514,73.952716715056,0.9033423667570009,21.34268537074148,2.8054054054054056
rabs_h,severe_burst,83,12000,0.20897626793460122,0.09327556723390053,2.5285285285285286,15.715715715715712,1.6260162601626016,7.0242656449553005,0.9753694581280788,0.983739837398374,0.9795367663593434,0.9706373039706373,17,0.999582663621239,73.91132224861441,1.6260162601626016,7.3146292585170345,0.9520958083832335
rabs_l,severe_burst,83,12000,0.178012178845512,0.10395812479145794,1.1491491491491492,61.69502836169502,2.032520325203252,6.257982120051086,0.9779080252479712,0.9796747967479674,0.9787906137184116,1.8725392058725392,18,0.9908635425876805,79.00696864111498,2.032520325203252,17.73547094188377,3.231578947368421
rabs_pd,severe_burst,83,12000,0.17893706206206184,0.09742555055055031,1.5615615615615615,47.947947947947945,1.8518518518518519,6.257982120051086,0.9779477947794779,0.9814814814814815,0.9797114517583408,1.2699366032699366,14,0.9927453226422298,76.28205128205128,1.8518518518518519,55.11022044088176,1.6581196581196582
